Phylum,Sub-Phylum,Class,Order,Family,Genus,Species,C-value,Mbp,Chrom.num,Method,FromGsizeDataBase,AlreadyInGsizeDataBase
Arthropoda,Hexapoda,Insecta,Orthoptera,Gryllidae,Hadenoecus,Hadenoecus_subterraneus,1.55,1515.9,,FD,N,Y
Arthropoda,Hexapoda,Insecta,Orthoptera,Gryllidae,Laupala,Laupala_cerasina,1.93,1887.54,,FCM,N,Y
Arthropoda,Hexapoda,Insecta,Orthoptera,Gryllidae,Oecanthus,Oecanthus_niveus,1.71,1672.38,,FCM,N,Y
Arthropoda,Hexapoda,Insecta,Orthoptera,Gryllotalpidae,Neoscapteriscus,Neoscapteriscus_borellii,3.41,3334.98,,FCM,N,Y
Arthropoda,Hexapoda,Insecta,Orthoptera,Tettigoniidae,Conocephalus,Conocephalus_sp.,2.84,2777.52,,FCM,N,Y
Arthropoda,Hexapoda,Insecta,Orthoptera,Tettigoniidae,Neobarrettia,Neobarrettia_spinosa,5.45,5328.1,,,N,N
Arthropoda,Hexapoda,Insecta,Orthoptera,Tettigoniidae,Neobarrettia,Neobarrettia_spinosa,4.87,4766.3,,,N,N
Arthropoda,Hexapoda,Insecta,Orthoptera,Tettigoniidae,Neoconocephalus,Neoconocephalus_triops,7.61,7442.58,,FCM,N,Y
Arthropoda,Hexapoda,Insecta,Orthoptera,Tettigoniidae,Pediodectes,Pediodectes_sp.,9.28,9080.7,,,N,N
Arthropoda,Hexapoda,Insecta,Orthoptera,Tettigoniidae,Pediodectes,Pediodectes_tinkhami?,7.97,7795.73,,,N,N
Arthropoda,Hexapoda,Insecta,Orthoptera,Tettigoniidae,Scudderia,Scudderia_sp.,13.37,13079.3,,,N,N
Arthropoda,Hexapoda,Insecta,Orthoptera,Tridactylidae,Unknown,Unknown_sp.,2.63,2572.14,,FCM,N,Y
Arthropoda,Hexapoda,Insecta,Phasmatodea,Diapheromeridae,Megaphasma,Megaphasma_dentricrus,2.84,2774.1,,,N,N
Arthropoda,Hexapoda,Insecta,Phasmatodea,Heteronemiidae,Diapheromera,Diapheromera_femorata,2.55,2493.9,,FIA,N,Y
Arthropoda,Hexapoda,Insecta,Phasmatodea,Phasmatidae,Bacillus,Bacillus_atticus,2.3,2249.4,,FCM,N,Y
Arthropoda,Hexapoda,Insecta,Phasmatodea,Phasmatidae,Bacillus,Bacillus_atticus,2.23,2180.94,,FCM,N,Y
Arthropoda,Hexapoda,Insecta,Phasmatodea,Phasmatidae,Bacillus,Bacillus_atticus,2.94,2875.32,,FCM,N,Y
Arthropoda,Hexapoda,Insecta,Phasmatodea,Phasmatidae,Bacillus,Bacillus_atticus,2.45,2396.1,,FCM,N,Y
Arthropoda,Hexapoda,Insecta,Phasmatodea,Phasmatidae,Bacillus,Bacillus_grandii,2.61,2552.58,,FCM,N,Y
Arthropoda,Hexapoda,Insecta,Phasmatodea,Phasmatidae,Bacillus,Bacillus_grandii,2.16,2112.48,,FCM,N,Y
Arthropoda,Hexapoda,Insecta,Phasmatodea,Phasmatidae,Bacillus,Bacillus_rossius,2.17,2122.26,,FCM,N,Y
Arthropoda,Hexapoda,Insecta,Phasmatodea,Phasmatidae,Bacillus,Bacillus_rossius,1.95,1907.1,,FCM,N,Y
Arthropoda,Hexapoda,Insecta,Phasmatodea,Phasmatidae,Bacillus,Bacillus_whitei,2.27,2220.06,,FCM,N,Y
Arthropoda,Hexapoda,Insecta,Phasmatodea,Phasmatidae,Extatosoma,Extatosoma_tiaratum,8,7824,,FD,N,Y
Arthropoda,Hexapoda,Insecta,Phasmatodea,Pseudophasmatidae,Anisomorpha,Anisomorpha_buprestoides,2.97,2904.66,,FCM,N,Y
Arthropoda,Hexapoda,Insecta,Phasmatodea,Pseudophasmatidae,Anisomorpha,Anisomorpha_buprestoides,3.01,2944.1,,,N,N
Arthropoda,Hexapoda,Insecta,Phasmatodea,Timematidae,Timema,Timema_cristinae,1.36,1330.08,,FCM,N,Y
