NODE	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	
N1	1.58782e-008	2.7233e-007	1.12959e-005	0.000307406	0.00424436	0.0281071	0.0932074	0.182795	0.258234	0.257529	0.140516	0.0321884	0.00276188	9.66004e-005	1.6044e-006	1.43949e-008	7.6761e-011	2.60549e-013	6.37331e-018	2.52828e-019	8.46995e-021	2.42408e-022	5.98604e-024	1.2867e-025	2.4266e-027	4.04405e-029	5.99475e-031	7.95208e-033	9.49384e-035	1.02619e-036	1.01132e-038	9.17586e-041	7.77639e-043	6.27911e-045	4.93266e-047	3.81285e-049	2.87941e-051	2.08057e-053	1.59486e-055	
N2	8.70163e-008	2.07988e-006	5.07697e-005	0.000797046	0.00724405	0.0360839	0.100084	0.177298	0.241382	0.246721	0.146607	0.0392074	0.00429842	0.000218065	6.14751e-006	1.10927e-007	1.58438e-009	4.10666e-010	3.94243e-011	4.19926e-011	2.72854e-012	2.10835e-012	8.7306e-014	5.04379e-014	1.33892e-015	5.89385e-016	1.06323e-017	3.6305e-018	4.84154e-020	1.3507e-020	1.49098e-022	3.92836e-023	4.17729e-025	9.9264e-026	8.31333e-028	1.19673e-028	6.33594e-031	5.03922e-032	1.54358e-033	
N3	7.62926e-007	6.72593e-006	0.000159456	0.00229224	0.0181223	0.0769702	0.176005	0.236287	0.238661	0.173713	0.0658958	0.0110347	0.000821836	2.93617e-005	5.48982e-007	5.83663e-009	3.88643e-011	2.75648e-013	4.99305e-015	1.92027e-016	4.30939e-018	1.02612e-019	1.40465e-021	2.04032e-023	1.73264e-025	1.64051e-027	9.01608e-030	5.97582e-032	2.27229e-034	1.14724e-036	3.30784e-039	1.35103e-041	3.06831e-044	9.48634e-047	1.48873e-049	3.03944e-052	3.28123e-055	5.37445e-058	1.00315e-060	
N4	4.12625e-012	5.70396e-011	1.30924e-008	1.95095e-006	0.000146827	0.00509264	0.0733526	0.376416	0.452343	0.087127	0.00538954	0.000129021	1.35943e-006	7.33824e-009	2.21372e-011	8.83447e-014	2.73355e-016	2.93188e-018	7.03884e-021	4.99656e-023	7.17396e-026	3.1919e-028	2.89825e-031	8.57257e-034	5.29362e-037	1.12119e-039	5.22e-043	8.91649e-046	3.6418e-049	5.72752e-052	2.20082e-055	3.1228e-058	1.00435e-061	1.14022e-064	2.76076e-068	2.33383e-071	4.4256e-075	3.40914e-078	2.27718e-081	
N5	9.01101e-019	1.82978e-018	6.36409e-015	1.78719e-011	2.49512e-008	1.48717e-005	0.00301612	0.143663	0.812409	0.0405677	0.000328983	8.07129e-007	8.05206e-010	3.91219e-013	1.05705e-016	3.97198e-020	2.80363e-023	1.3292e-025	8.66031e-029	2.3153e-031	9.00917e-035	1.35964e-037	3.11961e-041	2.76745e-044	3.61913e-048	1.99281e-051	9.78664e-055	7.91032e-055	3.75523e-054	6.2936e-053	9.10395e-053	3.43608e-052	7.94213e-053	2.16849e-053	7.69774e-056	1.23549e-057	3.99902e-060	1.51601e-061	9.40234e-063	
N6	2.18448e-022	2.04497e-022	2.67925e-018	3.49672e-014	2.23638e-010	5.87498e-007	0.00048047	0.0755105	0.888949	0.034914	0.000144851	1.44759e-007	5.14962e-011	8.18166e-015	6.7292e-019	4.12649e-023	1.35041e-026	4.04223e-028	3.05025e-031	5.25552e-033	2.29098e-036	2.30057e-038	5.4593e-042	3.43284e-044	3.8838e-048	1.6125e-050	7.21209e-055	1.96418e-057	3.08002e-062	4.44005e-065	3.26687e-070	1.57672e-073	7.86201e-079	1.68526e-082	6.01838e-088	7.23946e-092	2.08536e-097	7.06237e-101	9.55149e-104	
N7	7.87017e-027	1.35545e-027	7.73696e-023	4.05662e-018	1.13402e-013	1.47806e-009	7.20358e-006	0.00868768	0.98252	0.00877667	8.17885e-006	1.97799e-009	1.83446e-013	8.05842e-018	1.90723e-022	2.71143e-027	3.88992e-032	6.04312e-035	8.41095e-039	2.14967e-038	1.65162e-037	3.23516e-036	1.02501e-037	3.38152e-038	8.66282e-040	1.94163e-040	3.58042e-042	5.40858e-043	4.25345e-045	4.31478e-046	1.10048e-048	3.27988e-050	5.70655e-053	9.7259e-055	1.17386e-057	1.64817e-059	2.22708e-062	1.74567e-063	2.33191e-064	
N8	2.83499e-025	1.10824e-025	2.61467e-021	5.90862e-017	7.57288e-013	4.8633e-009	1.28789e-005	0.00990552	0.976442	0.0136154	2.37993e-005	1.19362e-008	2.45006e-012	2.50735e-016	1.44965e-020	5.21044e-025	1.512e-029	2.6593e-032	9.65508e-036	4.57608e-038	1.10965e-041	3.04444e-044	5.13933e-048	8.24082e-051	9.97202e-055	3.25908e-057	5.58921e-059	3.01964e-058	5.9818e-057	4.35076e-055	6.90776e-055	3.71734e-054	9.10678e-055	4.5734e-055	6.14618e-058	8.26564e-060	1.67979e-062	1.45264e-063	1.5575e-064	
N9	1.04577e-028	2.52895e-028	1.67877e-023	9.9468e-019	3.26735e-014	5.20895e-010	3.26407e-006	0.00547721	0.986383	0.00812969	6.91395e-006	1.54376e-009	1.33795e-013	5.57848e-018	1.28059e-022	1.77727e-027	1.78178e-032	8.46256e-035	4.13521e-038	1.00921e-039	3.34462e-043	4.80616e-045	1.10138e-048	9.60729e-051	1.44606e-054	7.91303e-057	6.52324e-061	2.34638e-063	6.66793e-068	1.6386e-070	4.77359e-076	1.63432e-079	3.25036e-085	3.85834e-089	5.33079e-095	3.5252e-099	3.88302e-105	1.49842e-108	2.26374e-111	
