"i","asc1","desc1","asc2","desc2","pol1","pol2","dem1","dem2","tran12","tran21","lambda1","mu1","p"
4854,0.0460959902121717,0.0110689983547673,0.0209995628572278,0.0246714273141652,0.000942603878404682,0.0528272668217253,0.00586376454330535,0.0429656701194094,0.00476934146525082,2.46519129688039e-08,0.0333200929163661,0.0195830254313679,-209.231043334631
3511,0.0398773887393773,0.0117492384882801,0.0241838495086152,0.0192370275415081,0.00644529357962734,0.0288079369559837,0.00272156808493573,0.0341792206536643,0.00799787069671805,1.40439460199103e-08,0.0258939328014366,0.00684322293666439,-208.308360193316
4693,0.0515229258691992,0.00654983826453526,0.0163067997329965,0.0776975534668811,0.00338489605124194,0.0146134665180387,0.00572761402838932,0.0629665032181303,0.00596941769157077,8.26695180322021e-10,0.0308958252388215,0.00849382170376223,-210.59327431793
3606,0.0484218717492471,0.00955970152054909,0.00436559852881636,0.0657399617823489,0.00215958457427442,0.0155351146352833,0.00539300873377734,0.0576563086795323,0.0106341163765548,1.35232474906397e-08,0.0293869996009554,0.0101966032236652,-209.261553109517
3821,0.084939732968621,0.0130053464986607,0.0284860262445765,0.0151373986816852,0.00202241316839966,0.0186594463357546,0.00457460733278572,0.0182947344713795,0.00374422577500091,3.62833712952481e-08,0.0304005624431014,0.0128896446694366,-212.015609304962
4321,0.0223675632119781,0.0302952998340046,0.0188734047677518,0.0141469537338314,0.00295961401482575,0.0281172202891157,0.00653328540596303,0.00734798801599969,0.00937689120893839,1.2098320278152e-09,0.0244732698691319,0.00756441988863313,-208.11269086946
4013,0.0413741386302,0.0234951741807589,0.0395630357240058,0.0226060662428148,0.00440451016319656,0.0511516151956026,0.006524686238787,0.0138208441288067,0.00734634302253517,5.91356923398125e-09,0.0254712193484608,0.011957557287849,-209.375853950176
3185,0.0439369448425965,0.0329542664758381,0.0294941651912241,0.0152709164167992,0.00590775490034997,0.0181449097246357,0.00558892472861946,0.0263184832390953,0.00662132048680722,4.97608774371329e-08,0.0194354300166794,0.00326828478337226,-207.298549782306
4076,0.0498395297845142,0.0201198698587806,0.0288203367064653,0.0445297472756242,0.000837832512244427,0.0431850926006679,0.00470635401729624,0.0416377190157845,0.00616359870564797,2.10149850121897e-08,0.0289792712315114,0.00730459116872382,-206.866069635548
3045,0.0267252838000487,0.0465605784881235,0.0684634570403035,0.0625411441914743,0.00443910736417619,0.0215570936326219,0.00372173181366785,0.0367237396940008,0.00932675645259186,3.99528890600305e-08,0.0273581007694298,0.00327737679401986,-213.005201304078
4933,0.050514522002223,0.0213534611901254,0.0389977996431976,0.0104725750981938,0.00325609459698939,0.0435039093957625,0.00391072710404997,0.0182454820925067,0.00746479104829499,2.79263174564091e-08,0.0308091304624997,0.00338960525544659,-206.139297481299
2954,0.0437266426144342,0.00355954543839104,0.00783460975090513,0.0119654289066538,0.00131872997218867,0.0242750994793258,0.011499099546805,0.0172269591470401,0.00743029178181646,5.30918965499266e-08,0.0280316440920695,0.00888078154631231,-208.399595861164
2592,0.0398005557586452,0.0146001401454876,0.00146107609456962,0.0443755168506239,0.00181189438188126,0.0349238054816676,0.00409477972860625,0.049252432649373,0.00561781807919823,2.69622829255462e-08,0.031726408326154,0.0123673394294645,-208.054852628881
2897,0.0475690673576849,0.035877113659045,0.0194077183646185,0.0601932116153295,0.00122060918803034,0.0417284352866417,0.00422480069309345,0.0133193979344243,0.00421284727223265,5.68356717350354e-08,0.031060652193524,0.0084457848624815,-209.513277482681
4406,0.0539438787637907,0.0192812246169866,0.0187562089674688,0.0116021509249623,0.000990337489295157,0.0316878390405221,0.00153877607942512,0.0254696845658964,0.0062719616752955,5.5177708249151e-08,0.0189133800646968,0.00361040256796316,-206.995173176476
4663,0.0598956932365505,0.0146160720556953,0.0119834787193987,0.00875118687208309,0.00215472395531674,0.0237547418533182,0.0102015073572698,0.0135632448617623,0.00746628544300054,2.73961577297325e-08,0.0242119048304212,0.00887534672344615,-206.825646448727
3247,0.0676342427971724,0.0083169032545227,0.0189687161692883,0.0414809613373339,0.00082671814419639,0.0299029873368475,0.008136517466479,0.0381631991996045,0.0031874766364492,3.72028504319651e-08,0.0274956451379351,0.000721577568233662,-209.794007202121
3535,0.0486035972020139,0.0168909925089184,0.0360085231058155,0.0182797056290099,0.00217551946377506,0.0168881626857129,0.0063970050406566,0.0166871794517265,0.00616199470455881,2.18134483557811e-08,0.0244595917826432,0.00517968771778462,-203.683531108514
3532,0.0494938679951165,0.0234908037447358,0.0619952891186103,0.027531911338923,0.00186932520186001,0.0320198602852355,0.00562095737751472,0.0342372021496326,0.0059344402288476,5.97425906509596e-08,0.0197849976753764,0.0104033834959292,-209.455745103868
3397,0.0654471420515696,0.0341413208878786,0.0482337130574388,0.00671048526911973,0.00135554447634064,0.0140326344644966,0.00937686707793881,0.0304290547760729,0.00868695714499458,1.47638465404478e-08,0.0288190454388177,0.00803967630441172,-208.751772004624
3037,0.0478978794495349,0.0340205205085703,0.0306950640343491,0.0224884060023798,0.00064884599748825,0.0435014913287354,0.00744929331809475,0.0255808642820167,0.0079126381937664,2.87701324521705e-08,0.0229755511113789,0.00225516806504292,-205.770658870263
2587,0.0477068407912243,0.0112926555005015,0.0361923711041331,0.00527998352451337,0.00265105496710384,0.0402478419996795,0.00770227398985637,0.0734921824246075,0.00726185817182304,1.05895491601134e-08,0.0302797691084581,0.00724524177374566,-209.732317390973
2743,0.0509286955540489,0.0186315875713195,0.0122116599731156,0.0189718057627086,0.0016926146699009,0.027465076477564,0.00729880261810518,0.0264384697271117,0.00577383398831573,3.57744096611455e-08,0.0322397299527293,0.00657179296591968,-205.45416326253
3693,0.0610788741351586,0.0212449649356991,0.00493456366126166,0.0395699554454902,0.00186252693166416,0.00885238225020112,0.00645071044300734,0.0538441503361008,0.00706724033589906,2.51707522606879e-08,0.0257228556501967,0.0102262585496264,-208.17977570613
4800,0.0372271807275728,0.0313020592713244,0.000362217785837009,0.0287921210940484,0.00130116205891513,0.0254021560185866,0.00698907610577399,0.0131699110820257,0.00702570738795341,3.18974087821619e-08,0.0176413348047595,0.00332451454554451,-207.440647472875
4987,0.0445005748349252,0.011693368267218,0.0111314339953121,0.0324860925407429,0.00258955146277662,0.0398480442984843,0.00400138317856267,0.0300881814610179,0.00789417623631904,5.853659800031e-09,0.0232895583394162,0.00180730100098726,-204.133975755678
3685,0.0420813755768163,0.0250822686008496,0.0281901166029982,0.00955374913387128,0.0021267345409922,0.0131010226784886,0.002334269788589,0.053448738760743,0.00625348078827518,2.49097178613436e-08,0.0271888300998916,0.00602035512588418,-207.424030382677
3818,0.0212315892953295,0.0438740537554487,0.0392362763914347,0.0013093296847825,0.00266805669206736,0.0165970199548015,0.00922566215832542,0.00537440870793779,0.00699387393105308,3.83596272354331e-09,0.0194299172452447,0.0150253608702328,-215.298515348205
4088,0.0325889545796064,0.0306548322986421,0.00834704464587148,0.0173947784036394,0.00157340671667981,0.0396706677798078,0.00626979036725858,0.0556873088139782,0.0101602718791132,2.00095326692484e-08,0.0216368299330284,0.00327842099148705,-208.428305960252
3130,0.0418642867936979,0.0159345591423521,0.038423527963937,0.0248036699405582,0.000887021975936664,0.0243392271502917,0.00675233787499251,0.018839626980389,0.00823737361172124,1.81747459372858e-08,0.0250621921265788,0.00344251164212933,-204.200718392711
3068,0.0462422974497385,0.00448038021397825,0.00791282624604935,0.00820217632735049,0.00083372194898211,0.0521118193430249,0.00612917947213979,0.0170336888518583,0.0106444061097037,3.34888686055299e-08,0.0315991181266343,0.00360082411298955,-208.351196345565
4731,0.0555164625759991,0.0171927748440902,0.0788109580636924,0.00108375157552741,0.00214017689479717,0.0174952511389789,0.00431087545500234,0.00275362347892776,0.00530009646332484,3.83691219510321e-08,0.0184948243554362,0.00554616997149932,-210.114864460821
3960,0.0582734513870486,0.0258315418282607,0.0351713195946865,0.000812919063150699,0.000520099459055217,0.0286682273623193,0.00373518570437872,0.0276373855331767,0.0100135560874809,3.50855389920497e-08,0.0238867881281675,0.00302186270661492,-205.1143604197
4533,0.0524003508029473,0.0184065599560507,0.0644547362746699,0.0315403093746326,0.00416073394872433,0.0128165806764119,0.00589388137537627,0.0158554905746111,0.00650699364289418,2.30568143697907e-08,0.0275043441717689,0.00994193786119783,-208.332376782265
4597,0.055665864150997,0.0140443340258444,0.016503646707273,0.00143099156031017,0.000827307271011533,0.0214457882665109,0.0041762429285619,0.0308614622289361,0.00609396693335281,2.56592441354886e-08,0.0276539342744775,0.00436118847016762,-204.296441022588
4892,0.0660269820877783,0.0321998976893506,0.0510029469136585,0.00274749357920044,0.00430424496864279,0.029426944815046,0.00431154966839453,0.0225731746545403,0.00750564595556998,2.87599078380831e-08,0.0290108804836309,0.000439306885852162,-207.360289574585
4586,0.0220043432767663,0.041151833857372,0.0100353377385383,0.0324009147873386,0.00361036177609758,0.0148462798561099,0.00440024356002932,0.0216957872525279,0.00591720929136759,7.62552825855161e-09,0.0243974348324676,0.000271770023809166,-206.01176053302
3584,0.0624590002372505,0.0157321029755055,0.0236194647784524,0.0277943063707197,0.00145362322895879,0.0192356177212586,0.00608792019669119,0.029361576707198,0.00514429300048334,4.94857917797826e-08,0.0230067306061703,0.00363469861166212,-204.446383787502
3256,0.04857422837182,0.0136530371646732,0.0490175465698871,0.00458512915938942,0.000561400832500973,0.0240619823410296,0.00531967771233302,0.00632775346257568,0.00503649504562488,4.33094115835197e-08,0.0266319415737875,0.00365191906582833,-205.326210319254
3879,0.0615463627455746,0.0133285537745895,0.0392411507513856,0.0112453655240053,0.00349056733138685,0.00973576700654821,0.00393262320576868,0.0390022634552532,0.00600442830904707,1.91369811884216e-09,0.0254339123921854,0.000216472415567265,-205.477705006671
4791,0.0445313695425626,0.00842898686252135,0.0719122141481643,0.00571796681342871,0.00406541901028958,0.0174676273598882,0.00542547654986409,0.0203524152934684,0.0056290707374494,3.70869986121261e-08,0.0150559555463613,0.00430319227564443,-209.5633099427
2730,0.0512937440464137,0.0339562403417339,0.00859238562562793,0.0217203851415288,0.00670982070122057,0.0331916376803113,0.00443061323807062,0.0173977771308484,0.00636722770644739,3.7709101999598e-08,0.030024116875513,0.00228234825653337,-209.373113835098
2848,0.0453324493906683,0.0276256390912885,0.0642520555297789,0.00490158827343275,0.00163676929774463,0.0205164180086579,0.00506555705850148,0.0133765139082831,0.00748344292558972,4.23660493594239e-08,0.0267921650952633,0.0126363634810858,-207.103615186064
2552,0.0375017048053998,0.0391397250337315,0.0996426566772262,0.0245347250201185,0.0088877659415664,0.0453862528583986,0.00149447434229941,0.00777287226844072,0.00788797295336187,9.93216403195242e-09,0.0248287617619707,0.00278815928482004,-217.126273083955
4870,0.0814231843934391,0.0235429782484416,0.00856099496347185,0.01146419279105,0.000681102575448637,0.040966481783371,0.00454803148126284,0.0253104782673284,0.00442137461583262,5.16342462602584e-08,0.0266059303447427,0.00666352772803877,-208.684910139499
2980,0.0519286270262919,0.00113104222273751,0.040496886791607,0.00388083495882547,0.00434039153743762,0.0356926093197831,0.0016107602977101,0.0332709699204516,0.00655073415346812,1.50438184227262e-08,0.0261944873515724,0.00861376605214766,-209.170208597665
4150,0.0507377419231277,0.0250980417925085,0.00984512474128543,0.00374549155541884,0.00315959295139779,0.0348599437632416,0.00861075553782871,0.0463451778594165,0.0090322152360655,3.82514050700734e-09,0.0286675427196711,0.0161195152870709,-211.045813548937
4898,0.0296423681470115,0.0275681870590937,0.0196713602390406,0.0343159096455545,0.00357278148330789,0.0252062435467155,0.00294441912761384,0.0354964186015811,0.00399033208384379,4.41028316164992e-08,0.0271521540241714,0.00305695251472461,-207.378375736348
4166,0.0428996184203048,0.0106332294293145,0.0551962670785471,0.0032111084842657,0.00359204784032664,0.0206117603061451,0.00748897030509476,0.0248031023666423,0.00611963067745494,2.91059601963022e-08,0.0252982874657606,0.00176133761746786,-204.479748454398
4024,0.0497749581024941,0.0308988713727175,0.0177585928626774,0.0155708439952135,0.00109588459125566,0.0458769527390573,0.00468596452332671,0.0224211605264396,0.00832108128072975,3.85271480478139e-08,0.0349594589749022,0.022818407262676,-209.008302358604
3282,0.0560009873646162,0.0143243619839095,0.019125618323076,0.033807622359549,0.00238191528595833,0.0156522973142402,0.00382366254605517,0.0152586304225675,0.00594328810287798,3.0824363583492e-08,0.020777383548915,0.00563551229582677,-205.663959718506
3382,0.0433975363096212,0.0186442178076106,0.0203418949813508,0.0213017740249591,0.000552264216022302,0.0273087229130295,0.00583021975387072,0.017054501747549,0.00885834679759054,4.86164991218409e-08,0.0250336550318552,0.00444080929161981,-204.085990318704
3040,0.0658775358918666,0.0176618143349226,0.0421309234972832,0.0098218019136132,0.00577832564726658,0.0261738571335703,0.00469576381894248,0.046870045697018,0.0107103103018428,1.14208627300425e-08,0.0193367298405308,0.00508722641247511,-211.043729312056
3565,0.0444198082955908,0.0204744340071584,0.0307230419326138,0.00300371252780774,0.00129504511516751,0.0154805079736596,0.00203050436723869,0.0308233275205625,0.00618096880174419,2.33858247785619e-08,0.0300596157570903,0.006721669035681,-206.344063879608
4604,0.0556206759161126,0.00219304364491225,0.0227754953620069,0.029803787653071,0.00187894439114245,0.0291767824507281,0.00597021169142753,0.0186817596620251,0.00399124563009115,2.30374237919563e-08,0.0290769372009058,0.00443922489058553,-206.820922403409
2634,0.0530459664281415,0.0213448959697279,0.0247046568304392,0.017615026067643,0.00268675781698939,0.0198874051822933,0.00703590833495097,0.0134940454449975,0.00289667682358129,5.63715990835904e-08,0.0383945315381544,0.0164345896792249,-210.44380972039
3284,0.0284742056198255,0.0397863992416207,0.0300679981697483,0.0518177142442286,0.00224414197139934,0.0120017779254065,0.00483451713448177,0.0237442780804299,0.00713507833771098,3.65208819019372e-08,0.0348091365555114,0.00163831476464233,-210.316214434494
2705,0.0211105766107576,0.0726046414780212,0.0464904546249864,0.0854552206188358,0.000663731032139379,0.022427686544985,0.0047644191749051,0.00296074838646596,0.00807960649320236,2.30893040655913e-08,0.0177008982001415,0.000745710981536614,-221.957757021838
3258,0.0563853580926915,0.0499643621723662,0.00418420027350709,0.0198178688125222,0.00101353571747712,0.0268799770326684,0.00581518682142973,0.0317963908968825,0.007960835256987,4.19095324547943e-08,0.0196810916359166,0.00137527076109014,-215.608694938898
4460,0.0410322046177122,0.0619598626391755,0.0440483749621483,0.0241298272308573,0.00203289405715259,0.0158541961998451,0.0031592099535279,0.0236680127449994,0.00576186272097142,4.50104716550268e-08,0.0228623714114185,0.00435862601356712,-216.219527358771
3441,0.0240797041653749,0.0506224252051864,0.0246029557010449,0.00801711644875634,0.00265764579581685,0.0346728748790006,0.00518956801739838,0.0471255832003768,0.00442056120566581,4.71373601053656e-08,0.0220654233923311,0.00264061110380879,-217.294819212379
3658,0.0591017967355928,0.0827186183621693,0.00858883539621652,0.00654217081700241,0.00288656104829922,0.0216454572652974,0.00555132220176938,0.00542370292205381,0.00462911913217363,1.15155357019814e-08,0.0286473545541901,0.010187585287881,-221.770130544428
2802,0.0219542699335147,0.0634227666626005,0.0129426567111683,0.0429644873261975,0.00222886020969095,0.0614670579829219,0.00189922909403591,0.0285875061709811,0.00499855719457237,1.62941577896264e-08,0.0234499278400382,0.00326046862822238,-219.386027315766
2807,0.0188092805117483,0.0518212683533903,0.0611430759620169,0.0122937424674953,0.00216595953040175,0.0130129798390683,0.00402908639605423,0.00670005761650862,0.0107024054096228,5.4707385421625e-08,0.0204534902087654,0.00133373117091585,-219.854640410227
3698,0.0479016224760187,0.0543840683821298,0.0191391657584958,0.0193958586341887,0.00177284840065691,0.041132851562549,0.00402924979957301,0.0105370547735609,0.00788712431846508,2.71528758227389e-08,0.0182292956494647,0.00228333621702249,-216.18372283663
3743,0.0509262804237528,0.0398409579481273,0.0199830487007696,0.022292261103498,0.000553348792737089,0.0153411484765064,0.0101300307907225,0.01726084511314,0.00809774359899063,2.52089119751659e-08,0.0222246241361449,0.00488264544914975,-217.048186055409
3566,0.0785796393356703,0.0420433646490952,0.025563987590901,0.00978664747605397,0.00206586372080315,0.0424324553245911,0.00668333001476148,0.0148740064215977,0.00903032277266163,3.66090129844385e-08,0.0209970836748921,0.00490234308713484,-218.621329832731
2590,0.0290034410975077,0.0568018207262021,0.0288828583211571,0.0203621128195379,0.00120237734522082,0.0154094666996265,0.00282392139815726,0.00772980818854988,0.00321467095801863,4.48069764644355e-08,0.0222327954864531,0.00259755819756415,-216.636281550278
2532,0.017101650341416,0.0774655522248006,0.0160155730768389,0.0201495283787736,0.000848959361313033,0.0201341647055235,0.00392024293569435,0.0206976727079246,0.00581330908612917,2.20159963204986e-08,0.0170926337281895,6.08301398323116e-05,-214.312921454806
3351,0.0794660709504501,0.0345529442382202,0.0495966891413423,0.00235968305910424,0.00147062358587718,0.0191302177460684,0.0019728730310673,0.0172419064058129,0.00933403548892274,5.3433559211923e-08,0.0244095250646024,0.00220713530969227,-219.087773889657
2811,0.038977627377956,0.0478935201366248,0.0278528304174239,0.0294434337326653,0.000943853800268122,0.0270961191728931,0.00497368533099987,0.0490058334812071,0.0102604946151528,4.25590901788865e-08,0.0222210736297744,0.00332368767197551,-218.946407251368
