NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	
N1	0.00285861	0.00773815	0.0323861	0.109014	0.270922	0.371057	0.180587	0.0245378	0.000889529	9.25655e-006	3.13462e-008	3.94745e-011	3.46156e-017	5.434e-019	6.08292e-021	5.03545e-023	3.17756e-025	1.56809e-027	6.18402e-030	1.98528e-032	5.27153e-035	1.17386e-037	2.21871e-040	3.59754e-043	5.05141e-046	6.19383e-049	6.68188e-052	6.38496e-055	5.43729e-058	4.14925e-061	2.85171e-064	1.77331e-067	1.00193e-070	5.16353e-074	2.43593e-077	1.05543e-080	4.21275e-084	1.55351e-087	5.30668e-091	1.68332e-094	4.96989e-098	1.36869e-101	3.52307e-105	8.49264e-109	2.01609e-112	
N2	0.00347376	0.014176	0.051191	0.119203	0.238062	0.326897	0.196414	0.0459322	0.00444981	0.000197334	4.37619e-006	1.1079e-007	2.42462e-009	3.4068e-010	4.94992e-012	3.53768e-013	2.28386e-015	7.34927e-017	2.17919e-019	3.00831e-021	4.4821e-024	2.70147e-026	2.16577e-029	6.72789e-032	3.01916e-035	5.92353e-038	1.56729e-041	2.22377e-044	4.3925e-048	1.15307e-050	2.03231e-054	4.03771e-057	2.15347e-060	1.12721e-062	1.57051e-066	3.16816e-069	5.28138e-072	1.53626e-073	1.23094e-076	7.55833e-079	1.27427e-081	2.25079e-083	1.11771e-086	4.83727e-089	4.05934e-091	
N3	0.00409945	0.0199221	0.0614484	0.100027	0.175721	0.285954	0.238527	0.0937348	0.0183599	0.00202124	0.000132687	4.55763e-005	3.71219e-006	3.37249e-006	1.27276e-007	5.28488e-008	8.92655e-010	1.63064e-010	1.38528e-012	1.13762e-013	5.64386e-016	2.30825e-017	7.3202e-020	1.72019e-021	3.59654e-024	5.76882e-026	7.98782e-029	9.58663e-031	1.78488e-033	1.76267e-034	1.43269e-036	5.36621e-037	6.77749e-038	1.69109e-037	4.27962e-039	1.50306e-039	1.33287e-040	2.14014e-040	3.27527e-042	5.67799e-043	2.48948e-044	2.5423e-044	2.74972e-046	3.98575e-047	1.54267e-047	
N4	0.000335028	0.00202539	0.00764147	0.0149599	0.0280755	0.0770668	0.171591	0.236247	0.194832	0.110823	0.0446956	0.0503983	0.022487	0.0290557	0.00615927	0.0032771	0.000274448	5.3774e-005	1.87022e-006	1.66024e-007	3.12203e-009	1.61406e-010	1.82104e-012	6.19476e-014	4.49584e-016	1.24373e-017	7.34651e-020	2.42819e-020	1.18914e-020	5.55866e-020	2.56747e-020	1.10671e-019	2.16352e-019	2.90338e-018	2.25512e-018	7.63374e-018	7.38592e-018	4.59615e-017	1.78607e-017	3.0347e-017	1.5684e-017	6.36564e-017	1.863e-017	3.0613e-017	7.44792e-017	
N5	0.00030508	0.00176399	0.00697666	0.0140591	0.0237181	0.062568	0.152092	0.233755	0.212176	0.126429	0.0538932	0.0512583	0.0256883	0.0263983	0.00609868	0.00255916	0.000224895	3.40364e-005	1.21515e-006	7.78192e-008	1.43639e-009	4.96854e-011	5.28457e-013	1.1135e-014	7.38735e-017	1.15223e-018	5.18514e-021	6.49701e-023	3.70169e-025	1.07323e-026	3.89444e-029	5.18238e-031	3.32941e-033	9.08501e-035	2.60637e-037	2.65977e-039	1.24849e-041	2.38413e-043	4.52801e-046	2.44184e-048	5.40183e-051	5.40002e-053	6.12778e-056	2.47013e-058	1.82439e-060	
N6	7.56138e-005	0.0010677	0.00899138	0.0147213	0.00691975	0.00876796	0.0442051	0.144494	0.256854	0.25119	0.148109	0.071096	0.029808	0.010735	0.00250791	0.000418411	3.65487e-005	1.9917e-006	5.89941e-008	1.32296e-009	1.62148e-011	2.80799e-013	1.99897e-015	3.60093e-017	1.67583e-019	2.27726e-021	7.14244e-024	7.29749e-026	1.92273e-028	1.96899e-030	4.6617e-033	4.17356e-035	9.20622e-038	7.13921e-040	1.0691e-042	5.29633e-045	6.44013e-048	2.70733e-050	2.29601e-053	5.91102e-056	3.84137e-059	8.60874e-062	4.39321e-065	7.84401e-068	1.52541e-070	
N7	5.73916e-006	0.000110827	0.000949711	0.00128842	0.000512646	0.000471053	0.00174963	0.01614	0.0888601	0.244812	0.324543	0.217035	0.075106	0.0248468	0.00294811	0.000599811	1.8238e-005	1.85851e-006	1.99018e-008	1.02316e-009	5.15461e-012	1.32511e-013	3.65458e-016	5.07064e-018	8.48381e-021	7.06042e-023	7.78364e-026	4.37585e-028	3.51204e-031	1.6196e-033	1.06089e-036	4.45332e-039	2.92367e-042	1.58138e-044	7.99053e-048	2.94846e-050	1.8254e-053	1.13566e-055	3.51437e-059	8.17196e-062	4.21596e-065	2.65406e-067	5.92076e-071	1.56301e-073	8.08958e-076	
N8	1.12014e-009	7.7675e-008	2.8139e-006	1.58797e-005	3.906e-006	2.39992e-007	1.10261e-007	4.71872e-006	0.000218344	0.00505347	0.0535567	0.240751	0.414364	0.242039	0.0416797	0.00225838	4.97204e-005	1.41993e-006	1.84563e-008	4.98475e-010	2.87963e-012	3.32876e-014	8.6794e-017	4.67403e-019	6.21311e-022	1.73366e-024	1.28722e-027	2.0352e-030	9.05249e-034	8.89389e-037	2.50699e-040	1.66614e-043	3.15717e-047	1.56422e-050	2.12388e-054	8.047e-058	8.22663e-062	2.70076e-065	2.20217e-069	6.18638e-073	5.69377e-077	3.2329e-080	8.46685e-084	8.66907e-087	8.02214e-090	
N9	3.82936e-010	1.80922e-008	4.18967e-007	1.85689e-006	5.7224e-007	8.14208e-008	4.20485e-008	7.61125e-007	4.95169e-005	0.00172424	0.0272317	0.175825	0.413421	0.312526	0.0656832	0.00346742	6.72113e-005	6.85716e-007	4.33468e-009	2.56197e-011	1.15285e-013	5.26384e-015	3.17719e-017	2.62518e-018	8.67734e-021	4.36081e-022	8.03231e-025	2.48433e-026	2.71479e-029	5.16235e-031	3.5743e-034	4.10785e-036	1.92076e-039	1.31521e-041	4.36046e-045	1.7734e-047	4.32835e-051	1.12571e-053	2.06422e-057	3.73071e-060	5.3878e-064	9.3004e-067	1.45369e-070	7.63266e-073	1.0358e-074	
