NODE	6	7	8	9	10	11	12	13	14	15	16	17	18	19	
N1	0.0714772	0.0714692	0.0714579	0.0714463	0.0714364	0.0714285	0.0714223	0.0714173	0.0714134	0.0714102	0.0714077	0.0714058	0.0714043	0.0714034	
N2	0.0210572	0.0128105	0.0113291	0.0120086	0.0143859	0.019257	0.0275335	0.0205933	0.0254471	0.0266657	0.0469639	0.0895118	0.207377	0.465059	
N3	0.000297414	0.000211869	0.000268447	0.000441907	0.000805954	0.00155222	0.00309524	0.00605084	0.0126085	0.0263681	0.0557129	0.11761	0.248827	0.52615	
N4	1.20538e-010	1.0649e-012	2.05595e-008	0.000284717	0.991508	0.0081905	1.69341e-005	1.54139e-008	8.10139e-012	2.42109e-015	4.0117e-019	3.50234e-023	1.31423e-027	5.45144e-029	
Acanthops_falcata	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
Pseudacanthops_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
N5	9.69862e-005	0.000108748	0.000196151	0.000382509	0.000759495	0.00152811	0.00310991	0.00632596	0.0130985	0.0272069	0.0568203	0.118755	0.248856	0.522755	
Liturgusa_cursor	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Liturgusa_maya	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
N6	0.00485069	0.00280864	0.00255295	0.00304819	0.00409768	0.0058096	0.00852538	0.00866495	0.0142736	0.0252332	0.0530152	0.11176	0.24101	0.51435	
N7	0.00261073	0.00153546	0.00144765	0.0017987	0.00250593	0.00370539	0.00578022	0.0072536	0.0133146	0.0256996	0.054339	0.114719	0.244994	0.520296	
N8	0.000492158	0.000324676	0.000370226	0.000557835	0.000947804	0.00172872	0.00331599	0.00617103	0.0127136	0.0263982	0.0557122	0.117476	0.24849	0.525302	
N9	0.000362135	0.000250251	0.000304573	0.000484626	0.000860533	0.00162426	0.00319219	0.00614172	0.0127228	0.0264941	0.0558499	0.117678	0.248658	0.525377	
N10	0.000170428	0.000143679	0.00021562	0.000391397	0.000756305	0.00150814	0.00306559	0.00617756	0.0128485	0.0267865	0.0562345	0.118125	0.248832	0.524745	
N11	0.000150388	0.000134881	0.000211901	0.000391624	0.000761884	0.00152264	0.0030951	0.00625294	0.012972	0.0269767	0.0564721	0.118338	0.248774	0.523945	
N12	0.000123197	0.000117627	0.000193701	0.00036821	0.00073011	0.00147878	0.00303552	0.00617381	0.0128487	0.0267694	0.0561311	0.117864	0.248573	0.525593	
N13	8.86056e-005	9.58596e-005	0.000171473	0.000340141	0.000692555	0.00142661	0.00295778	0.00608187	0.0127053	0.0265716	0.0559063	0.1178	0.24893	0.526231	
N14	7.89861e-005	9.32706e-005	0.000174979	0.00035714	0.000738021	0.00151839	0.00310388	0.00627845	0.0128891	0.0266746	0.055882	0.117705	0.248778	0.525728	
N15	9.49726e-005	0.000127679	0.000285974	0.000578859	0.00101528	0.00171252	0.00299909	0.00569897	0.0120416	0.0268664	0.059797	0.126746	0.255313	0.506722	
Antemna_rapax	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N16	0.000108327	0.000157507	0.000359745	0.000669792	0.00105464	0.00164546	0.00280699	0.00549144	0.0123491	0.0289606	0.0650161	0.13359	0.256599	0.491191	
Archimantis_sobrina	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Sphodropoda_sp	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N17	8.00727e-005	9.52404e-005	0.00018087	0.000372188	0.000767388	0.00156251	0.00315179	0.00630285	0.0128576	0.0265735	0.0557591	0.117661	0.248855	0.52578	
N18	8.58511e-005	0.000104587	0.000208532	0.000438925	0.000884957	0.00171401	0.00327172	0.00628625	0.0126215	0.0262023	0.0556636	0.118392	0.249934	0.524192	
Parathespis_humbertiana	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
N19	0.000128088	0.000192061	0.000482671	0.000952346	0.00146565	0.00206264	0.00306206	0.00539661	0.0117918	0.0285259	0.0666493	0.138856	0.26088	0.479555	
N20	0.000191227	0.000368725	0.00096468	0.00146163	0.00160159	0.00170045	0.00226445	0.00476265	0.0145692	0.0436203	0.101577	0.178834	0.262285	0.3858	
N21	0.000310172	0.00141989	0.00217098	0.00113968	0.000410759	0.000212839	0.000780452	0.0107873	0.0954606	0.26039	0.302465	0.194893	0.0879079	0.0416514	
Polyspilota_aeruginosa	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Tenodera_aridifolia	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Tenodera_australasiae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Tenodera_superstitiosa	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Sphodromantis_sp	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N22	6.76217e-005	8.21139e-005	0.000157588	0.000323494	0.000669861	0.00139092	0.00289619	0.0059956	0.0125786	0.0264375	0.0558354	0.117907	0.249208	0.52645	
Choeradodis_rhombicollis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Orthodera_sp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
N23	6.80335e-005	8.33195e-005	0.000161282	0.000334666	0.000696585	0.00144174	0.00297257	0.00608342	0.0126376	0.0264227	0.0557388	0.117809	0.249187	0.526363	
N24	0.000150569	0.000328045	0.00084473	0.00116434	0.00118286	0.00126703	0.00196739	0.00525478	0.0185146	0.0556286	0.12059	0.192371	0.25479	0.345945	
Hierodula_patellifera	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Statilia_maculata	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Mantis_religiosa	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N25	0.00702939	0.0120396	0.0293732	0.0478395	0.0549955	0.0538278	0.0553764	0.0700057	0.101898	0.135426	0.144572	0.12232	0.0901657	0.0751311	
Cheddikulama_straminea	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N26	0.0122598	0.110185	0.207404	0.0639801	0.022545	0.0762238	0.209472	0.242406	0.0503843	0.00484354	0.000283659	1.14822e-005	3.49186e-007	1.01283e-008	
Harpagomantis_tricolor	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Miomantis_sp	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
N27	0.000106834	0.000104428	0.00017645	0.000342922	0.000692063	0.00142021	0.00294245	0.00603563	0.0126387	0.0264815	0.0558057	0.117697	0.248927	0.52663	
Creobroter_laevicollis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
