NODE	6	7	8	9	10	11	12	13	14	15	16	17	18	19	
N1	0.407993	0.299399	0.17538	0.0791962	0.0279538	0.00788349	0.00179931	0.000336421	5.18451e-005	6.61566e-006	7.06659e-007	6.51749e-008	5.71281e-009	6.84144e-010	
N2	0.555594	0.237232	0.111796	0.0466574	0.0216987	0.0147249	0.0103657	0.0013367	0.000516183	5.58429e-005	1.72496e-005	2.82794e-006	1.3047e-006	6.89854e-007	
N3	0.53954	0.164458	0.0514577	0.0264552	0.0284834	0.0462364	0.0731367	0.0272842	0.0195575	0.00636829	0.00487683	0.00357882	0.00383202	0.00473447	
N4	4.16844e-011	6.80287e-014	2.8216e-009	0.00010174	0.998355	0.00154266	6.06579e-007	6.65559e-011	8.98362e-015	2.9351e-031	6.28359e-031	1.33067e-030	2.87596e-030	6.13658e-030	
Acanthops_falcata	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
Pseudacanthops_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
N5	0.37454	0.109232	0.0385768	0.0303623	0.0501945	0.100355	0.174338	0.0490491	0.0365824	0.00947816	0.00742017	0.00473208	0.00610453	0.00903503	
Liturgusa_cursor	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Liturgusa_maya	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
N6	0.552975	0.222852	0.106568	0.0483904	0.0275296	0.0225671	0.0173139	0.00131889	0.000446933	2.77452e-005	8.26432e-006	9.05801e-007	4.23008e-007	2.09252e-007	
N7	0.560216	0.220742	0.116065	0.0549416	0.0287767	0.0139392	0.00498076	0.000287262	4.88287e-005	2.48809e-006	4.02214e-007	5.55523e-008	2.16315e-008	1.26196e-008	
N8	0.557807	0.221639	0.118744	0.0559215	0.0281807	0.0127572	0.00464942	0.000251769	4.69757e-005	2.13809e-006	3.95016e-007	4.74302e-008	2.09624e-008	1.65359e-008	
N9	0.328162	0.220107	0.18603	0.0907331	0.0596792	0.0626926	0.049586	0.00210904	0.000781559	3.98854e-005	3.06881e-005	7.09769e-006	1.43252e-005	2.6855e-005	
N10	0.2401	0.233264	0.235023	0.129726	0.0835201	0.0533159	0.023626	0.000988812	0.000257445	4.21867e-005	5.76188e-005	2.32448e-005	2.87147e-005	2.83903e-005	
N11	0.174628	0.251333	0.322614	0.168123	0.0649271	0.0156009	0.0022972	0.000112405	0.000133917	7.75945e-005	8.84452e-005	3.67442e-005	1.98186e-005	8.61762e-006	
N12	0.143014	0.268553	0.375331	0.157202	0.0365814	0.0059836	0.00176138	0.00021502	0.00257838	0.00120326	0.00547666	0.000559879	0.000894648	0.00064689	
N13	0.124075	0.286972	0.411055	0.136666	0.0214288	0.00277609	0.000937482	0.000256136	0.00330047	0.00247074	0.00751731	0.00101309	0.00096909	0.000561949	
N14	0.106931	0.305506	0.424256	0.111319	0.0123427	0.00147984	0.000914448	0.000412625	0.00802646	0.00619317	0.0182153	0.00194397	0.00161172	0.000848484	
N15	0.086797	0.343386	0.259889	0.0357772	0.00294604	0.000712042	0.00160939	0.00700366	0.0888811	0.0773945	0.075484	0.011983	0.00553743	0.00259999	
Antemna_rapax	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N16	0.0557772	0.332482	0.145289	0.0107715	0.000569258	0.000168261	0.00161979	0.015792	0.212035	0.140122	0.0739982	0.00815213	0.00234264	0.000881897	
Archimantis_sobrina	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Sphodropoda_sp	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N17	0.0770599	0.368118	0.305347	0.0400701	0.00263413	0.000458135	0.000821408	0.00369204	0.065307	0.059372	0.0648031	0.00779435	0.00323901	0.00128429	
N18	0.053269	0.388181	0.218201	0.0169965	0.000697425	0.000113684	0.000638859	0.00615916	0.133588	0.102824	0.0713275	0.00596308	0.00153931	0.00050181	
N19	0.0159959	0.325684	0.0676036	0.00188112	3.17958e-005	4.7139e-006	0.000254301	0.0106418	0.373312	0.163935	0.0390929	0.00139709	0.000146584	1.81433e-005	
N20	0.00646487	0.233579	0.0263999	0.000355066	2.91992e-006	1.02222e-006	0.000176053	0.0141518	0.546613	0.153877	0.0180341	0.000316342	2.41179e-005	4.42125e-006	
Polyspilota_aeruginosa	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Tenodera_superstitiosa	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Tenodera_aridifolia	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Tenodera_australasiae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Sphodromantis_sp	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N21	0.156261	0.298958	0.325856	0.0901905	0.0126644	0.00293836	0.00768872	0.00433494	0.0312252	0.0136114	0.0378629	0.00468915	0.00715188	0.00656753	
Orthodera_sp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Vates_sp	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Parathespis_humbertiana	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
N22	0.19072	0.278065	0.338723	0.144314	0.0340468	0.00741062	0.00378437	0.000628162	0.00140619	0.000385471	0.000413217	5.38749e-005	3.19813e-005	1.78114e-005	
