NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	
N1	0.000251318	0.000453819	0.00114827	0.00343576	0.0107459	0.0314428	0.0785178	0.154883	0.225944	0.23148	0.160652	0.0738588	0.0222244	0.00435633	0.000556475	4.65101e-005	2.56037e-006	9.36308e-008	2.2972e-009	3.82266e-011	4.36442e-013	1.7416e-017	1.2999e-018	8.18261e-020	4.37e-021	1.99167e-022	7.79052e-024	2.62978e-025	7.70158e-027	1.96679e-028	4.40118e-030	8.67042e-032	1.51043e-033	2.33661e-035	3.22294e-037	3.9789e-039	4.41269e-041	4.41143e-043	3.98864e-045	3.2719e-047	2.44233e-049	1.66367e-051	1.03699e-053	5.93621e-056	3.60223e-058	
N2	0.000322539	0.00063588	0.00173212	0.00513275	0.0147116	0.0381742	0.0849681	0.153352	0.21243	0.216018	0.156473	0.0794708	0.0281638	0.00700197	0.00123095	0.000161885	1.60193e-005	3.59634e-006	5.30846e-007	4.86641e-007	6.32294e-008	4.58739e-008	4.23847e-009	2.21302e-009	1.45187e-010	5.42922e-011	2.55096e-012	6.81764e-013	2.32516e-014	4.44831e-015	1.11774e-016	1.54151e-017	2.89386e-019	2.92031e-020	4.13791e-022	3.11955e-023	3.38087e-025	2.01913e-026	1.66873e-028	8.11827e-030	7.02769e-032	7.38628e-033	1.31711e-034	3.01903e-035	8.67245e-036	
N3	0.00090122	0.00195149	0.00511278	0.0119753	0.023735	0.0422799	0.0724994	0.116909	0.16303	0.184523	0.164355	0.114008	0.0613549	0.0258074	0.00849974	0.00231746	0.000528073	0.000146893	3.91628e-005	1.83803e-005	5.14643e-006	2.15471e-006	4.67551e-007	1.4742e-007	2.41067e-008	5.74118e-009	7.11015e-010	1.30092e-010	1.23035e-011	1.76456e-012	1.28565e-013	1.47641e-014	8.36925e-016	7.88459e-017	3.50729e-018	2.7737e-019	9.87791e-021	6.89151e-022	2.01156e-023	1.3043e-024	4.03863e-026	3.7792e-027	2.89797e-028	4.47038e-029	8.81169e-030	
N4	6.10185e-006	2.37891e-005	9.71524e-005	0.000261742	0.000452917	0.000789732	0.00209291	0.00641626	0.0184084	0.0459882	0.0945641	0.155566	0.197679	0.193917	0.142392	0.0829046	0.0367659	0.014887	0.00473504	0.00156862	0.000373248	9.19018e-005	1.50444e-005	2.5374e-006	2.81664e-007	3.28085e-008	2.52756e-009	2.0977e-010	1.15543e-011	7.07281e-013	2.86162e-014	1.33472e-015	4.09166e-017	1.51466e-018	3.63583e-020	1.1148e-021	2.20972e-023	6.00844e-025	1.0388e-026	2.66788e-028	4.89193e-030	1.48729e-031	4.04546e-033	1.51054e-034	6.7184e-036	
N5	1.24311e-006	6.58081e-006	3.42304e-005	9.98048e-005	0.000157702	0.000250807	0.000828434	0.00339183	0.0121164	0.0353416	0.0820701	0.14876	0.205316	0.21105	0.158978	0.0884099	0.0369305	0.0121552	0.00322497	0.000722506	0.000131539	2.01613e-005	2.3717e-006	2.40564e-007	1.75737e-008	1.32971e-009	6.31688e-011	4.81641e-012	1.65084e-013	1.36394e-014	3.48329e-016	2.45721e-017	4.63678e-019	2.4938e-020	3.50248e-022	1.42332e-023	1.52589e-025	4.80574e-027	4.01587e-029	1.0028e-030	6.82753e-033	1.43255e-034	9.66122e-037	2.32655e-038	5.49787e-040	
N6	3.64828e-007	1.41895e-006	6.11242e-006	1.67804e-005	3.19528e-005	7.46759e-005	0.000301834	0.00153616	0.00711999	0.0262106	0.07277	0.14831	0.217229	0.225618	0.165683	0.0874636	0.0341853	0.0103565	0.00249941	0.000496112	7.83798e-005	1.0422e-005	1.02418e-006	1.06108e-007	6.70307e-009	9.77734e-010	4.72459e-011	9.21806e-012	3.37265e-013	5.45877e-014	1.47877e-015	1.80475e-016	3.66039e-018	3.37462e-019	5.19335e-021	3.65633e-022	4.33892e-024	2.36895e-025	2.20379e-027	9.48554e-029	7.07579e-031	2.46604e-032	1.60939e-034	5.48784e-036	1.41499e-037	
N7	2.31515e-011	1.01611e-009	3.76243e-008	3.79828e-007	4.59669e-007	1.12093e-007	4.41098e-008	5.0011e-007	1.59756e-005	0.000360221	0.00492061	0.0381967	0.157721	0.323117	0.308766	0.135131	0.0284571	0.00311592	0.000190625	7.01866e-006	1.63825e-007	2.67071e-009	3.14906e-011	3.38916e-013	3.01465e-015	3.00869e-017	2.15931e-019	1.62539e-021	8.05573e-024	4.0929e-026	1.38256e-028	4.82474e-031	1.14178e-033	2.83277e-036	4.83e-039	8.79791e-042	1.1078e-044	1.52577e-047	1.45281e-050	1.5625e-053	1.17502e-056	1.06627e-059	7.64728e-063	7.53014e-066	7.805e-069	
N8	9.33189e-012	2.65965e-010	5.95469e-009	4.783e-008	8.26023e-008	4.71396e-008	3.3396e-008	2.28397e-007	8.53889e-006	0.000236138	0.00382738	0.0339949	0.154536	0.333562	0.317844	0.129687	0.023997	0.00219602	0.000107731	3.04927e-006	5.28508e-008	6.03974e-010	4.78342e-012	7.29021e-014	7.17695e-016	1.30751e-016	1.03502e-018	1.53137e-019	7.72355e-022	7.95545e-023	2.63249e-025	1.91731e-026	4.29009e-029	2.22635e-030	3.47494e-033	1.2867e-034	1.44826e-037	3.82727e-039	3.21047e-042	6.07334e-044	3.91545e-047	5.35569e-049	2.73784e-052	2.83764e-054	6.42722e-057	
N9	1.9333e-014	1.13308e-012	5.40131e-011	9.82029e-010	2.86021e-009	1.67604e-009	5.51282e-010	1.70237e-009	1.44062e-007	1.06544e-005	0.000439691	0.00916959	0.0866049	0.323117	0.40477	0.153965	0.0207227	0.00116729	3.14972e-005	4.52622e-007	3.76709e-009	2.08888e-011	9.69117e-014	2.22019e-015	2.38947e-017	8.47532e-019	5.88561e-021	1.27515e-022	5.579e-025	7.67903e-027	2.1687e-029	1.96139e-031	3.66102e-034	2.22645e-036	2.81929e-039	1.17442e-041	1.03699e-044	3.02189e-047	1.9078e-050	4.0015e-053	1.84326e-056	2.8887e-059	1.02009e-062	1.47779e-065	2.14231e-068	
N10	1.27793e-017	2.30939e-015	3.23594e-013	1.70059e-011	5.32775e-011	1.92469e-011	4.38322e-012	6.32539e-012	1.40612e-009	2.95641e-007	3.3855e-005	0.00185183	0.0412775	0.298644	0.496871	0.149296	0.0116955	0.000325916	3.96301e-006	2.42381e-008	8.2729e-011	1.73008e-013	2.53306e-016	1.50592e-018	8.24904e-021	2.0979e-022	8.12016e-025	1.24536e-026	3.04527e-029	2.91366e-031	4.48991e-034	2.76766e-036	2.68144e-039	1.07974e-041	6.66974e-045	1.75259e-047	7.14705e-051	1.22827e-053	3.44518e-057	3.98539e-060	7.92539e-064	6.51853e-067	9.56683e-071	6.82098e-074	4.56444e-077	
N11	1.9285e-020	9.2635e-018	3.08286e-015	3.11106e-013	8.75121e-013	1.82794e-013	3.41519e-014	6.90067e-014	4.23405e-011	2.22912e-008	5.91117e-006	0.000673807	0.0270766	0.288214	0.539347	0.137427	0.00714499	0.000110494	6.54144e-007	1.76529e-009	2.46307e-012	1.96354e-015	1.00582e-018	4.48434e-021	1.28201e-023	5.40494e-025	9.12714e-028	2.37799e-029	2.2238e-032	3.73916e-034	1.92024e-037	2.13313e-039	6.01984e-043	4.37342e-045	7.01778e-049	3.18639e-051	3.13979e-055	8.42941e-058	5.58753e-062	8.74644e-065	4.15979e-069	3.93348e-072	1.39246e-076	8.76717e-080	2.1424e-083	
N12	1.24947e-022	1.09659e-019	5.41016e-017	6.12659e-015	1.59651e-014	3.73185e-015	9.61983e-016	3.80231e-015	4.36106e-012	4.23407e-009	1.95861e-006	0.000362227	0.0212202	0.283002	0.561424	0.128844	0.00509285	5.23795e-005	1.88062e-007	2.8918e-010	2.20269e-013	9.27105e-017	2.42973e-020	1.12141e-022	2.90114e-025	1.65308e-026	2.38358e-029	8.25557e-031	6.2601e-034	1.40004e-035	5.35132e-039	7.98127e-041	1.49174e-044	1.46241e-046	1.37935e-050	8.20911e-053	4.41297e-057	1.42271e-059	5.06033e-064	8.46968e-067	2.18763e-071	2.00349e-074	3.91495e-079	2.23536e-082	6.0383e-086	
N13	2.79905e-025	4.37415e-022	3.39105e-019	5.03951e-017	3.17154e-016	2.03242e-016	6.78425e-017	1.73952e-015	2.86481e-012	3.17539e-009	1.63762e-006	0.000331404	0.0207602	0.286931	0.566981	0.120784	0.00417363	3.64295e-005	1.09457e-007	1.39645e-010	8.76396e-014	3.01624e-017	6.35141e-021	1.57554e-023	3.97767e-026	1.44891e-027	2.28954e-030	4.51058e-032	4.21152e-035	4.78509e-037	2.41668e-040	1.68013e-042	3.97853e-046	1.73302e-048	1.76619e-052	4.40719e-055	2.21581e-059	2.57325e-062	8.09294e-067	4.3115e-070	9.30694e-075	2.72917e-078	4.12911e-083	9.37122e-087	3.78e-090	
N14	8.58355e-024	4.48719e-021	2.192e-018	4.52718e-016	1.1771e-014	3.86648e-014	5.57459e-014	3.47043e-013	9.98236e-011	3.46139e-008	6.72375e-006	0.000630245	0.0236163	0.26371	0.552031	0.150765	0.00905977	0.000179788	1.5177e-006	6.43078e-009	1.53386e-011	2.24706e-014	2.2985e-017	4.59574e-019	5.59671e-021	8.15852e-022	6.9595e-024	5.88932e-025	3.45835e-027	1.74611e-028	6.52897e-031	2.03196e-032	3.98157e-035	7.83457e-037	6.60706e-040	7.36021e-042	3.11637e-045	1.51063e-047	4.13966e-051	9.98625e-054	1.84884e-057	2.95985e-060	3.86914e-064	7.26039e-067	4.00732e-069	
